,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,bedroom_to_room_ratio,near_water
2097,-119.77,36.76,40.0,2009.0,519.0,2219.0,505.0,1.2101,49100.0,INLAND,0.25833748133399703,0
2098,-119.77,36.76,43.0,1623.0,294.0,781.0,272.0,1.869,56000.0,INLAND,0.18114602587800369,0
2099,-119.77,36.76,43.0,1945.0,413.0,1492.0,422.0,1.5174,54600.0,INLAND,0.21233933161953727,0
2100,-119.76,36.75,35.0,2347.0,526.0,1676.0,481.0,1.6548,49400.0,INLAND,0.22411589262888795,0
2101,-119.76,36.74,52.0,2137.0,448.0,1194.0,444.0,1.3029,69100.0,INLAND,0.20963968179691156,0
2102,-119.77,36.74,50.0,1325.0,280.0,811.0,281.0,1.8667,62800.0,INLAND,0.21132075471698114,0
2103,-119.77,36.74,51.0,1454.0,235.0,729.0,252.0,3.3125,70100.0,INLAND,0.16162310866574967,0
2104,-119.77,36.75,44.0,1818.0,412.0,1680.0,418.0,1.7083,48300.0,INLAND,0.22662266226622663,0
2105,-119.76,36.75,39.0,2233.0,563.0,2031.0,491.0,1.8641,50800.0,INLAND,0.25212718316166594,0
2106,-119.74,36.75,47.0,2236.0,418.0,1042.0,397.0,2.9545,59600.0,INLAND,0.18694096601073346,0
2107,-119.74,36.74,39.0,4893.0,1210.0,4749.0,1067.0,1.2065,55600.0,INLAND,0.24729204986715717,0
2108,-119.75,36.74,39.0,1740.0,351.0,1098.0,347.0,1.8958,51300.0,INLAND,0.20172413793103447,0
2109,-119.75,36.75,50.0,1515.0,294.0,852.0,297.0,1.9955,54200.0,INLAND,0.19405940594059407,0
2110,-119.75,36.75,49.0,2331.0,460.0,1290.0,477.0,2.5111,55400.0,INLAND,0.19734019734019734,0
2111,-119.74,36.76,42.0,2093.0,470.0,1621.0,438.0,1.7994,58700.0,INLAND,0.22455805064500717,0
2112,-119.74,36.76,36.0,912.0,216.0,842.0,219.0,1.4766,52800.0,INLAND,0.23684210526315788,0
2113,-119.75,36.76,29.0,2077.0,524.0,1887.0,489.0,1.4107,59800.0,INLAND,0.2522869523350987,0
2114,-119.75,36.76,32.0,2072.0,497.0,2002.0,470.0,1.3278,44500.0,INLAND,0.23986486486486486,0
2115,-119.72,36.76,23.0,6403.0,,3573.0,1260.0,2.3006,69000.0,INLAND,,0
2116,-119.72,36.75,11.0,4832.0,993.0,2190.0,888.0,2.6611,74700.0,INLAND,0.2055049668874172,0
2117,-119.73,36.76,30.0,1548.0,282.0,886.0,311.0,3.1,71300.0,INLAND,0.1821705426356589,0
2118,-119.72,36.75,27.0,1691.0,282.0,869.0,337.0,3.9514,86900.0,INLAND,0.1667652276759314,0
2119,-119.73,36.74,14.0,6202.0,1551.0,5561.0,1435.0,1.6073,64700.0,INLAND,0.25008061915511126,0
2120,-119.73,36.75,39.0,1745.0,321.0,901.0,303.0,3.1719,67900.0,INLAND,0.1839541547277937,0
2121,-119.7,36.75,11.0,3626.0,779.0,1819.0,731.0,2.4956,87500.0,INLAND,0.21483728626585769,0
2122,-119.71,36.74,18.0,8099.0,1670.0,4476.0,1514.0,2.4728,88300.0,INLAND,0.20619829608593654,0
2123,-119.71,36.76,28.0,2675.0,527.0,1392.0,521.0,2.3108,72000.0,INLAND,0.19700934579439253,0
2124,-119.7,36.8,34.0,1768.0,303.0,888.0,314.0,3.8088,87700.0,INLAND,0.17138009049773756,0
2125,-119.71,36.79,34.0,1891.0,323.0,966.0,355.0,3.6681,82000.0,INLAND,0.1708090957165521,0
2126,-119.71,36.77,11.0,5112.0,1384.0,2487.0,1243.0,2.1461,75900.0,INLAND,0.27073552425665104,0
2127,-119.73,36.8,15.0,2376.0,538.0,1197.0,510.0,3.1417,74600.0,INLAND,0.22643097643097643,0
2128,-119.72,36.8,16.0,2396.0,526.0,1338.0,518.0,2.1653,78800.0,INLAND,0.21953255425709517,0
2129,-119.72,36.8,15.0,3045.0,689.0,1340.0,588.0,3.1953,85700.0,INLAND,0.22627257799671593,0
2130,-119.71,36.8,17.0,2056.0,366.0,1259.0,367.0,3.9338,84700.0,INLAND,0.17801556420233464,0
2131,-119.71,36.8,17.0,1415.0,267.0,861.0,293.0,3.25,81400.0,INLAND,0.18869257950530036,0
2132,-119.71,36.81,9.0,1122.0,290.0,662.0,284.0,2.0536,55000.0,INLAND,0.25846702317290554,0
2133,-119.7,36.8,31.0,1746.0,321.0,1186.0,360.0,2.6932,66400.0,INLAND,0.18384879725085912,0
2134,-119.71,36.8,25.0,875.0,156.0,646.0,166.0,3.0,72800.0,INLAND,0.1782857142857143,0
2135,-119.72,36.8,23.0,2128.0,442.0,1047.0,450.0,2.625,71500.0,INLAND,0.20770676691729323,0
2136,-119.73,36.8,24.0,1316.0,249.0,781.0,260.0,3.7578,69200.0,INLAND,0.189209726443769,0
2137,-119.72,36.81,15.0,2175.0,564.0,1194.0,482.0,2.6767,87500.0,INLAND,0.2593103448275862,0
2138,-119.73,36.77,24.0,4410.0,939.0,2362.0,862.0,2.9406,73000.0,INLAND,0.21292517006802722,0
2139,-119.74,36.77,30.0,2427.0,482.0,1375.0,518.0,2.5737,76900.0,INLAND,0.19859909353110836,0
2140,-119.75,36.77,32.0,1962.0,399.0,1005.0,392.0,2.6726,70400.0,INLAND,0.20336391437308868,0
2141,-119.75,36.78,35.0,1129.0,220.0,474.0,242.0,2.4405,74300.0,INLAND,0.19486271036315322,0
2142,-119.75,36.78,33.0,1145.0,197.0,508.0,198.0,2.3333,81300.0,INLAND,0.1720524017467249,0
2143,-119.74,36.78,27.0,4049.0,947.0,2254.0,882.0,2.2467,70700.0,INLAND,0.233884909854285,0
2144,-119.76,36.77,36.0,2507.0,466.0,1227.0,474.0,2.785,72300.0,INLAND,0.18587953729557238,0
2145,-119.76,36.77,38.0,3804.0,814.0,2142.0,816.0,2.1439,60200.0,INLAND,0.21398527865404837,0
2146,-119.77,36.77,38.0,3065.0,658.0,1441.0,625.0,2.0564,64700.0,INLAND,0.21468189233278956,0
2147,-119.77,36.78,36.0,3616.0,779.0,1994.0,786.0,2.5434,67300.0,INLAND,0.21543141592920353,0
2148,-119.77,36.78,40.0,1411.0,284.0,609.0,296.0,1.9375,67700.0,INLAND,0.2012756909992913,0
2149,-119.77,36.77,29.0,2554.0,705.0,2669.0,655.0,1.2176,61900.0,INLAND,0.2760375880971026,0
2150,-119.78,36.77,45.0,1315.0,256.0,666.0,240.0,2.3562,58100.0,INLAND,0.19467680608365018,0
2151,-119.78,36.78,37.0,2185.0,455.0,1143.0,438.0,1.9784,70700.0,INLAND,0.20823798627002288,0
2152,-119.79,36.77,30.0,1610.0,410.0,1000.0,397.0,2.0357,60200.0,INLAND,0.2546583850931677,0
2153,-119.8,36.77,52.0,2964.0,512.0,1114.0,486.0,3.8105,87600.0,INLAND,0.17273954116059378,0
2154,-119.8,36.78,50.0,1818.0,374.0,737.0,338.0,2.2614,73000.0,INLAND,0.20572057205720573,0
2155,-119.79,36.78,41.0,2227.0,462.0,1129.0,415.0,2.319,59100.0,INLAND,0.2074539739559946,0
2156,-119.79,36.77,43.0,2323.0,502.0,1144.0,471.0,2.3967,58700.0,INLAND,0.2160998708566509,0
2157,-119.81,36.78,52.0,2281.0,371.0,839.0,367.0,3.5972,89900.0,INLAND,0.16264796142042964,0
2158,-119.81,36.77,49.0,1749.0,314.0,705.0,300.0,3.15,72200.0,INLAND,0.17953116066323613,0
2159,-119.81,36.77,48.0,1805.0,329.0,741.0,331.0,2.5804,78900.0,INLAND,0.18227146814404432,0
2160,-119.81,36.77,43.0,2341.0,395.0,890.0,375.0,3.4265,85000.0,INLAND,0.1687313114053823,0
2161,-119.81,36.78,37.0,1965.0,364.0,796.0,335.0,3.625,83400.0,INLAND,0.1852417302798982,0
2162,-119.82,36.78,36.0,1370.0,289.0,812.0,282.0,2.6127,69600.0,INLAND,0.21094890510948905,0
2163,-119.82,36.77,41.0,1441.0,274.0,646.0,296.0,3.0568,71300.0,INLAND,0.19014573213046496,0
2164,-119.82,36.77,36.0,2252.0,468.0,1117.0,442.0,2.9081,65600.0,INLAND,0.20781527531083482,0
2165,-119.83,36.77,32.0,2867.0,615.0,1705.0,570.0,2.4286,68100.0,INLAND,0.21450994070456925,0
2166,-119.83,36.77,23.0,2168.0,503.0,1190.0,425.0,2.625,71600.0,INLAND,0.2320110701107011,0
2167,-119.83,36.78,30.0,3162.0,640.0,1660.0,639.0,2.8359,80300.0,INLAND,0.20240354206198607,0
2168,-119.87,36.79,8.0,2875.0,548.0,1718.0,551.0,3.6522,80200.0,INLAND,0.19060869565217392,0
2169,-119.87,36.79,7.0,1932.0,419.0,1014.0,389.0,3.0938,76700.0,INLAND,0.2168737060041408,0
2170,-119.89,36.79,5.0,3821.0,705.0,2179.0,694.0,3.7821,80400.0,INLAND,0.1845066736456425,0
2171,-119.87,36.78,4.0,6102.0,1114.0,3406.0,1115.0,3.4213,84500.0,INLAND,0.18256309406751883,0
2172,-119.85,36.78,8.0,3096.0,684.0,1454.0,545.0,2.7857,79700.0,INLAND,0.22093023255813954,0
2173,-119.86,36.78,7.0,2232.0,490.0,1274.0,499.0,2.9853,74700.0,INLAND,0.21953405017921146,0
2174,-119.85,36.77,9.0,1142.0,314.0,620.0,283.0,2.0446,81300.0,INLAND,0.27495621716287216,0
2175,-119.85,36.77,27.0,1510.0,344.0,847.0,295.0,2.9315,83200.0,INLAND,0.22781456953642384,0
2176,-119.85,36.76,10.0,2067.0,450.0,845.0,354.0,1.8214,80100.0,INLAND,0.21770682148040638,0
2177,-119.85,36.75,24.0,1143.0,245.0,608.0,240.0,2.8194,81100.0,INLAND,0.21434820647419073,0
2178,-119.87,36.76,34.0,1649.0,323.0,919.0,316.0,2.875,74500.0,INLAND,0.1958762886597938,0
2179,-119.9,36.79,22.0,1970.0,332.0,1066.0,319.0,3.3125,106100.0,INLAND,0.16852791878172588,0
2180,-119.89,36.76,17.0,1987.0,335.0,1152.0,313.0,4.1719,126400.0,INLAND,0.16859587317564168,0
2181,-119.92,36.77,18.0,1422.0,243.0,702.0,230.0,3.6204,119800.0,INLAND,0.17088607594936708,0
2182,-120.08,36.79,38.0,1446.0,285.0,928.0,255.0,2.9808,89600.0,INLAND,0.1970954356846473,0
2183,-120.21,36.77,20.0,1745.0,348.0,1093.0,302.0,2.3194,90600.0,INLAND,0.1994269340974212,0
2184,-120.1,36.66,19.0,2020.0,416.0,1341.0,360.0,1.7,69000.0,INLAND,0.20594059405940593,0
2185,-119.98,36.74,26.0,1453.0,251.0,896.0,260.0,3.4861,112500.0,INLAND,0.17274604267033725,0
2186,-120.0,36.7,33.0,1902.0,370.0,1168.0,358.0,2.6852,70800.0,INLAND,0.19453207150368035,0
2187,-120.04,36.74,14.0,3182.0,730.0,2298.0,721.0,1.6168,71800.0,INLAND,0.22941546197360152,0
2188,-120.05,36.72,24.0,1961.0,422.0,1559.0,374.0,1.8299,57800.0,INLAND,0.21519632840387556,0
2189,-120.08,36.72,22.0,1339.0,251.0,820.0,276.0,3.6,83200.0,INLAND,0.18745332337565349,0
2190,-120.06,36.72,32.0,981.0,237.0,736.0,249.0,1.8,60400.0,INLAND,0.2415902140672783,0
2191,-120.07,36.74,19.0,2627.0,502.0,1295.0,441.0,3.087,88200.0,INLAND,0.1910925009516559,0
2192,-119.95,36.8,30.0,1233.0,214.0,620.0,199.0,3.4297,112500.0,INLAND,0.1735604217356042,0
2193,-119.99,36.8,45.0,1270.0,242.0,598.0,214.0,3.2813,105400.0,INLAND,0.19055118110236222,0
2194,-120.02,36.8,25.0,1270.0,255.0,1050.0,245.0,2.1618,55300.0,INLAND,0.20078740157480315,0
2195,-120.04,36.79,48.0,1341.0,239.0,671.0,208.0,2.7917,82800.0,INLAND,0.17822520507084266,0
2196,-119.91,36.83,29.0,2205.0,366.0,1072.0,345.0,3.8056,165400.0,INLAND,0.16598639455782313,0
2197,-119.88,36.81,30.0,2288.0,474.0,1435.0,425.0,1.3221,61200.0,INLAND,0.20716783216783216,0
2198,-119.88,36.85,8.0,2580.0,372.0,1111.0,393.0,7.5,256200.0,INLAND,0.14418604651162792,0
2199,-119.87,36.83,4.0,4833.0,784.0,2088.0,789.0,5.1781,122500.0,INLAND,0.1622180840057935,0
2200,-119.85,36.83,15.0,2563.0,335.0,1080.0,356.0,6.7181,160300.0,INLAND,0.13070620366757707,0
2201,-119.85,36.83,11.0,2497.0,427.0,1101.0,405.0,4.8036,141600.0,INLAND,0.171005206247497,0
2202,-119.86,36.82,12.0,1488.0,253.0,675.0,223.0,4.7622,89300.0,INLAND,0.1700268817204301,0
2203,-119.85,36.82,9.0,3995.0,778.0,1691.0,712.0,3.3239,91300.0,INLAND,0.19474342928660826,0
2204,-119.85,36.82,15.0,1387.0,236.0,638.0,195.0,5.5842,88900.0,INLAND,0.17015140591204037,0
2205,-119.85,36.82,16.0,1852.0,274.0,887.0,286.0,5.5405,119300.0,INLAND,0.14794816414686826,0
2206,-119.88,36.83,2.0,4055.0,735.0,1730.0,654.0,4.2132,96500.0,INLAND,0.1812577065351418,0
2207,-119.86,36.81,4.0,4530.0,1070.0,1804.0,837.0,3.3942,72100.0,INLAND,0.23620309050772628,0
2208,-119.87,36.81,6.0,1891.0,341.0,969.0,330.0,4.6726,107800.0,INLAND,0.18032786885245902,0
2209,-119.85,36.81,15.0,1743.0,310.0,1011.0,325.0,3.755,68000.0,INLAND,0.1778542742398164,0
2210,-119.85,36.8,14.0,1876.0,324.0,1031.0,311.0,3.6563,88800.0,INLAND,0.17270788912579957,0
2211,-119.85,36.8,14.0,4177.0,914.0,2300.0,867.0,2.9565,73000.0,INLAND,0.21881733301412498,0
2212,-119.86,36.8,18.0,2536.0,516.0,1196.0,466.0,2.5595,67900.0,INLAND,0.20347003154574134,0
2213,-119.84,36.85,8.0,3791.0,487.0,1424.0,475.0,10.5144,345900.0,INLAND,0.12846214719071486,0
2214,-119.85,36.84,12.0,2272.0,304.0,840.0,305.0,8.9669,213900.0,INLAND,0.13380281690140844,0
2215,-119.84,36.84,12.0,2396.0,290.0,863.0,258.0,8.7716,229200.0,INLAND,0.12103505843071787,0
2216,-119.84,36.83,17.0,2273.0,298.0,700.0,263.0,6.8645,195900.0,INLAND,0.13110426748790144,0
2217,-119.83,36.83,14.0,2351.0,341.0,1128.0,363.0,6.9903,141200.0,INLAND,0.14504466184602297,0
2218,-119.82,36.83,14.0,2982.0,412.0,1408.0,423.0,5.3241,123000.0,INLAND,0.1381623071763917,0
2219,-119.84,36.83,17.0,3012.0,408.0,987.0,362.0,7.4201,229700.0,INLAND,0.13545816733067728,0
2220,-119.82,36.83,16.0,2868.0,376.0,1016.0,379.0,6.1175,144700.0,INLAND,0.13110181311018132,0
2221,-119.84,36.82,17.0,2807.0,376.0,996.0,353.0,5.5357,167700.0,INLAND,0.13395083719273246,0
2222,-119.83,36.82,14.0,1087.0,165.0,365.0,176.0,7.2909,155600.0,INLAND,0.15179392824287027,0
2223,-119.82,36.82,28.0,2268.0,336.0,752.0,330.0,5.2809,151500.0,INLAND,0.14814814814814814,0
2224,-119.82,36.81,25.0,3305.0,551.0,1149.0,500.0,5.0698,150900.0,INLAND,0.16671709531013615,0
2225,-119.84,36.81,18.0,2789.0,378.0,937.0,364.0,7.7062,188300.0,INLAND,0.13553244890641808,0
2226,-119.78,36.86,10.0,2902.0,363.0,1200.0,363.0,8.3608,187300.0,INLAND,0.12508614748449345,0
2227,-119.77,36.86,7.0,4139.0,544.0,1843.0,562.0,8.2737,193500.0,INLAND,0.1314327132157526,0
2228,-119.77,36.85,8.0,1519.0,234.0,711.0,248.0,5.9897,123600.0,INLAND,0.15404871626069783,0
2229,-119.77,36.84,15.0,1924.0,262.0,848.0,277.0,5.3886,125300.0,INLAND,0.13617463617463618,0
2230,-119.77,36.84,15.0,2058.0,412.0,891.0,378.0,3.2569,124400.0,INLAND,0.2001943634596696,0
2231,-119.78,36.84,7.0,4907.0,1075.0,2014.0,909.0,3.2147,111900.0,INLAND,0.21907479111473405,0
2232,-119.78,36.85,12.0,782.0,166.0,292.0,164.0,2.8274,79500.0,INLAND,0.21227621483375958,0
2233,-119.78,36.86,8.0,3468.0,675.0,1604.0,626.0,4.2071,128300.0,INLAND,0.19463667820069205,0
2234,-119.79,36.85,11.0,2596.0,619.0,1765.0,539.0,1.9511,54000.0,INLAND,0.2384437596302003,0
2235,-119.79,36.84,22.0,1529.0,375.0,1543.0,395.0,1.7926,51700.0,INLAND,0.24525833878351863,0
2236,-119.8,36.86,7.0,6434.0,1201.0,2733.0,1045.0,3.7656,145000.0,INLAND,0.18666459434255517,0
2237,-119.81,36.85,17.0,2340.0,370.0,1174.0,396.0,4.2304,94400.0,INLAND,0.1581196581196581,0
2238,-119.82,36.84,7.0,2289.0,342.0,1077.0,354.0,5.4868,158800.0,INLAND,0.14941022280471822,0
2239,-119.82,36.84,9.0,2340.0,544.0,860.0,520.0,3.3229,119300.0,INLAND,0.23247863247863249,0
2240,-119.81,36.83,19.0,6789.0,1200.0,2325.0,1109.0,4.049,126000.0,INLAND,0.17675651789659744,0
2241,-119.81,36.83,10.0,5780.0,922.0,2712.0,883.0,5.6445,135500.0,INLAND,0.15951557093425606,0
2242,-119.78,36.83,11.0,2754.0,663.0,1328.0,604.0,2.3667,69300.0,INLAND,0.24074074074074073,0
2243,-119.79,36.82,25.0,2330.0,462.0,1215.0,467.0,3.2143,93000.0,INLAND,0.1982832618025751,0
2244,-119.8,36.83,17.0,1560.0,261.0,709.0,258.0,4.3315,95800.0,INLAND,0.1673076923076923,0
2245,-119.79,36.83,15.0,3356.0,694.0,1232.0,627.0,2.2215,72200.0,INLAND,0.2067938021454112,0
2246,-119.79,36.82,23.0,4358.0,819.0,1852.0,802.0,3.4167,105200.0,INLAND,0.18793024323083984,0
2247,-119.78,36.82,22.0,4241.0,1147.0,1929.0,971.0,1.7708,53500.0,INLAND,0.2704550813487385,0
2248,-119.8,36.82,24.0,5377.0,1005.0,2010.0,982.0,3.4542,121200.0,INLAND,0.18690719732192673,0
2249,-119.81,36.81,33.0,3972.0,594.0,1324.0,561.0,5.4513,143300.0,INLAND,0.14954682779456194,0
2250,-119.8,36.8,43.0,1951.0,288.0,725.0,308.0,6.3359,169300.0,INLAND,0.1476166068682727,0
2251,-119.81,36.8,38.0,2252.0,325.0,777.0,314.0,6.1575,160100.0,INLAND,0.14431616341030196,0
2252,-119.83,36.8,24.0,3756.0,681.0,1586.0,739.0,3.8571,90100.0,INLAND,0.18130990415335463,0
2253,-119.82,36.8,33.0,1670.0,256.0,528.0,250.0,2.9471,99500.0,INLAND,0.1532934131736527,0
2254,-119.81,36.8,29.0,2806.0,552.0,1242.0,540.0,3.5958,88800.0,INLAND,0.19672131147540983,0
2255,-119.83,36.8,16.0,6101.0,1200.0,3407.0,1134.0,3.125,80800.0,INLAND,0.19668906736600558,0
2256,-119.84,36.8,16.0,2849.0,506.0,1508.0,478.0,3.4074,72700.0,INLAND,0.1776061776061776,0
2257,-119.84,36.8,19.0,3244.0,776.0,1463.0,710.0,2.0469,66900.0,INLAND,0.23921085080147966,0
2258,-119.83,36.79,35.0,1872.0,363.0,1054.0,369.0,3.3272,65600.0,INLAND,0.19391025641025642,0
2259,-119.83,36.78,35.0,1789.0,357.0,933.0,357.0,2.5223,66200.0,INLAND,0.1995528228060369,0
2260,-119.84,36.78,24.0,3242.0,795.0,2764.0,773.0,1.3385,58800.0,INLAND,0.24521900061690316,0
2261,-119.84,36.79,21.0,3235.0,648.0,1820.0,614.0,3.3447,71400.0,INLAND,0.20030911901081916,0
2262,-119.83,36.79,24.0,3505.0,819.0,2098.0,774.0,1.9575,67000.0,INLAND,0.23366619115549214,0
2263,-119.81,36.78,35.0,1012.0,245.0,633.0,240.0,2.0324,55500.0,INLAND,0.24209486166007904,0
2264,-119.81,36.78,36.0,1650.0,313.0,660.0,298.0,3.0,79700.0,INLAND,0.1896969696969697,0
2265,-119.82,36.78,36.0,1582.0,313.0,761.0,318.0,2.6055,69200.0,INLAND,0.19785082174462706,0
2266,-119.82,36.79,35.0,1474.0,291.0,709.0,294.0,2.6522,65900.0,INLAND,0.19742198100407055,0
2267,-119.82,36.79,18.0,5822.0,1439.0,3415.0,1224.0,1.6854,64700.0,INLAND,0.24716592236344898,0
2268,-119.81,36.79,35.0,2314.0,443.0,954.0,457.0,2.9506,73800.0,INLAND,0.19144338807260156,0
2269,-119.79,36.79,33.0,3433.0,785.0,1806.0,783.0,1.9386,67500.0,INLAND,0.2286629769880571,0
2270,-119.79,36.78,38.0,1912.0,456.0,1131.0,408.0,2.03,58800.0,INLAND,0.2384937238493724,0
2271,-119.8,36.78,43.0,2382.0,431.0,874.0,380.0,3.5542,96500.0,INLAND,0.1809403862300588,0
2272,-119.81,36.79,39.0,2471.0,460.0,1118.0,431.0,2.4167,71900.0,INLAND,0.18615944961554026,0
2273,-119.8,36.79,45.0,1337.0,187.0,471.0,187.0,5.187,153800.0,INLAND,0.13986537023186238,0
2274,-119.79,36.81,35.0,1877.0,328.0,1155.0,353.0,3.069,69600.0,INLAND,0.17474693660095897,0
2275,-119.78,36.8,34.0,2200.0,493.0,1243.0,431.0,1.8514,66500.0,INLAND,0.2240909090909091,0
2276,-119.79,36.8,27.0,2462.0,484.0,852.0,449.0,3.32,124700.0,INLAND,0.1965881397238018,0
2277,-119.79,36.81,33.0,1461.0,261.0,494.0,254.0,4.25,132200.0,INLAND,0.17864476386036962,0
2278,-119.77,36.79,34.0,2679.0,460.0,1141.0,470.0,3.2642,89600.0,INLAND,0.17170586039567,0
2279,-119.78,36.78,31.0,2164.0,456.0,959.0,463.0,2.3293,73400.0,INLAND,0.21072088724584104,0
2280,-119.79,36.79,26.0,1700.0,423.0,909.0,386.0,2.256,64500.0,INLAND,0.2488235294117647,0
2281,-119.79,36.79,19.0,1524.0,448.0,960.0,386.0,1.5122,47500.0,INLAND,0.29396325459317585,0
2282,-119.78,36.79,33.0,2260.0,440.0,966.0,413.0,2.9301,68300.0,INLAND,0.19469026548672566,0
2283,-119.76,36.79,26.0,3654.0,837.0,1976.0,830.0,2.1544,72800.0,INLAND,0.229064039408867,0
2284,-119.76,36.78,30.0,6117.0,1330.0,2768.0,1224.0,2.1383,78800.0,INLAND,0.2174268432238025,0
2285,-119.77,36.79,27.0,2258.0,427.0,1076.0,423.0,2.9937,81100.0,INLAND,0.18910540301151463,0
2286,-119.76,36.79,32.0,2463.0,468.0,1261.0,486.0,3.3281,75100.0,INLAND,0.1900121802679659,0
2287,-119.74,36.79,28.0,2857.0,619.0,1614.0,592.0,2.1573,71400.0,INLAND,0.2166608330416521,0
2288,-119.75,36.78,28.0,3257.0,752.0,1981.0,712.0,2.293,71700.0,INLAND,0.23088731961928155,0
2289,-119.76,36.8,29.0,3494.0,662.0,1781.0,616.0,2.5893,70900.0,INLAND,0.18946765884373212,0
2290,-119.77,36.8,32.0,3461.0,665.0,1507.0,649.0,2.9244,84600.0,INLAND,0.19214099971106616,0
2291,-119.78,36.8,34.0,3426.0,623.0,1938.0,647.0,2.8994,66000.0,INLAND,0.18184471687098658,0
2292,-119.76,36.8,20.0,6257.0,1346.0,2795.0,1267.0,2.2094,83700.0,INLAND,0.2151190666453572,0
2293,-119.77,36.8,24.0,3748.0,770.0,1827.0,719.0,2.7222,83100.0,INLAND,0.20544290288153683,0
2294,-119.74,36.8,18.0,10862.0,2401.0,5466.0,2209.0,2.4678,74300.0,INLAND,0.22104584791014545,0
2295,-119.75,36.8,25.0,2718.0,504.0,1257.0,465.0,2.3333,90600.0,INLAND,0.18543046357615894,0
2296,-119.75,36.8,30.0,3308.0,662.0,1894.0,648.0,2.197,74500.0,INLAND,0.20012091898428053,0
2297,-119.76,36.81,19.0,4643.0,1429.0,4638.0,1335.0,1.2716,69400.0,INLAND,0.30777514538014217,0
2298,-119.77,36.81,25.0,1565.0,271.0,661.0,275.0,3.4279,84700.0,INLAND,0.1731629392971246,0
2299,-119.76,36.82,17.0,6932.0,1486.0,3056.0,1453.0,2.3375,99300.0,INLAND,0.21436814772071552,0
2300,-119.77,36.81,28.0,1713.0,302.0,663.0,282.0,3.567,85500.0,INLAND,0.17629889083479275,0
2301,-119.78,36.82,25.0,5016.0,,2133.0,928.0,3.625,89500.0,INLAND,,0
2302,-119.78,36.83,18.0,4164.0,741.0,1817.0,681.0,4.2153,95200.0,INLAND,0.17795389048991356,0
2303,-119.76,36.83,22.0,2803.0,438.0,1234.0,457.0,4.5179,99600.0,INLAND,0.15626114876917588,0
2304,-119.76,36.83,20.0,3214.0,446.0,1360.0,463.0,5.2595,110900.0,INLAND,0.1387678904791537,0
2305,-119.77,36.83,19.0,3237.0,507.0,1378.0,510.0,4.7804,101100.0,INLAND,0.1566265060240964,0
2306,-119.77,36.83,16.0,2360.0,355.0,1034.0,359.0,5.0635,108500.0,INLAND,0.1504237288135593,0
2307,-119.76,36.83,17.0,3690.0,628.0,1888.0,601.0,4.0196,84200.0,INLAND,0.17018970189701896,0
2308,-119.75,36.83,15.0,2793.0,436.0,1411.0,441.0,4.9292,109400.0,INLAND,0.1561045470819907,0
2309,-119.74,36.83,14.0,4675.0,829.0,2235.0,787.0,4.1098,108200.0,INLAND,0.17732620320855616,0
2310,-119.77,36.91,3.0,7520.0,1143.0,2878.0,1077.0,5.3272,174200.0,INLAND,0.15199468085106382,0
2311,-119.75,36.87,3.0,13802.0,2244.0,5226.0,1972.0,5.0941,143700.0,INLAND,0.1625851325894798,0
2312,-119.74,36.85,3.0,10425.0,2121.0,4432.0,1778.0,3.9032,140800.0,INLAND,0.20345323741007193,0
2313,-119.7,36.94,15.0,1449.0,277.0,649.0,265.0,2.4861,86300.0,INLAND,0.19116632160110422,0
2314,-119.71,36.88,17.0,2236.0,315.0,992.0,312.0,6.9405,165200.0,INLAND,0.14087656529516995,0
2315,-119.69,36.86,20.0,1676.0,263.0,786.0,240.0,4.0,164600.0,INLAND,0.15692124105011934,0
2316,-119.69,36.85,20.0,2655.0,432.0,1081.0,379.0,4.5398,143100.0,INLAND,0.16271186440677965,0
2317,-119.67,36.89,15.0,2373.0,364.0,1280.0,386.0,5.308,167500.0,INLAND,0.15339233038348082,0
2318,-119.7,36.83,23.0,3532.0,756.0,1885.0,758.0,2.5904,71400.0,INLAND,0.21404303510758776,0
2319,-119.7,36.82,25.0,2379.0,540.0,1482.0,484.0,2.3173,68200.0,INLAND,0.22698612862547288,0
2320,-119.7,36.81,32.0,2623.0,528.0,1570.0,492.0,2.7159,68000.0,INLAND,0.20129622569576822,0
2321,-119.71,36.83,5.0,1087.0,338.0,623.0,362.0,1.8061,113400.0,INLAND,0.3109475620975161,0
2322,-119.71,36.83,15.0,2727.0,500.0,1228.0,436.0,3.5078,109000.0,INLAND,0.18335166850018336,0
2323,-119.73,36.83,8.0,3602.0,,1959.0,580.0,5.3478,138800.0,INLAND,,0
2324,-119.73,36.83,14.0,3348.0,491.0,1584.0,493.0,5.0828,111400.0,INLAND,0.14665471923536438,0
2325,-119.71,36.82,12.0,2144.0,568.0,1320.0,566.0,2.3381,112500.0,INLAND,0.26492537313432835,0
2326,-119.71,36.81,19.0,2282.0,550.0,1034.0,500.0,1.6618,69700.0,INLAND,0.24101665205959685,0
2327,-119.71,36.81,19.0,1648.0,368.0,557.0,354.0,1.7969,72800.0,INLAND,0.22330097087378642,0
2328,-119.72,36.81,28.0,1651.0,305.0,780.0,309.0,2.9453,72200.0,INLAND,0.18473652331920049,0
2329,-119.73,36.81,19.0,1699.0,356.0,994.0,368.0,2.7778,79700.0,INLAND,0.20953502060035314,0
2330,-119.72,36.82,16.0,2627.0,613.0,1054.0,623.0,1.9483,112500.0,INLAND,0.23334602207841645,0
